Measurement Name :;Meas-826;;Generated On :;18/10/2021, 15:01:10;;;Calibration details for Oxygen;;;Report :;"@m02:IDENTIFICATION
Serial number     : SEBX0008000826      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 047
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

";;Other Report :;"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
";;;;;;;;;;;;;;;;;
01.10.21 16:58:52;2954.77;95.4;93.61;97.51;95.55;101.62;102.85;103.46;101.32;86.66;86.66;87.54;86.95;103;109.36;112.67;107.96;93.01;94.35;91.67;93.46;94.95;95.1;91.97;91.22;;19.7;1020;0;19.7;
01.10.21 17:28:57;2984.85;95.55;93.76;97.67;95.71;101.77;103.16;103.62;101.32;86.51;86.66;87.54;86.95;103.16;109.52;112.67;108.11;93.01;94.35;91.82;93.61;95.25;95.4;92.12;91.37;;19.7;1020;0;19.69;
01.10.21 17:59:02;3014.93;95.4;93.76;97.51;95.55;101.47;102.69;103.31;101.32;86.51;86.66;87.39;86.95;103;109.21;112.67;107.8;92.86;94.35;91.67;93.46;94.95;95.1;91.82;91.22;;19.7;1020;0;19.68;
01.10.21 18:29:08;3045.03;95.55;93.91;97.82;95.71;101.77;102.85;103.62;101.62;86.8;86.8;87.54;87.1;103;109.68;112.83;108.27;93.16;94.5;91.82;93.61;95.1;95.4;92.12;91.37;;19.7;1020;0;19.71;
01.10.21 18:59:12;3075.1;95.4;93.61;97.51;95.55;101.47;102.69;103.31;101.32;86.51;86.51;87.39;86.8;102.85;109.21;112.51;107.96;92.86;94.35;91.52;93.31;94.95;95.25;91.82;91.22;;19.7;1020;0;19.64;
01.10.21 19:29:18;3105.2;95.55;93.61;97.67;95.4;101.47;102.69;103.31;101.16;86.51;86.51;87.39;86.8;102.85;109.36;112.35;107.96;93.01;94.35;91.52;93.31;94.8;95.25;91.67;91.22;;19.7;1020;0;19.69;
01.10.21 19:59:24;3135.3;95.4;93.61;97.51;95.4;101.32;102.69;103.31;101.16;86.51;86.66;87.39;86.8;102.85;109.36;112.67;107.96;92.71;94.35;91.52;93.31;94.95;95.25;91.82;91.22;;19.7;1020;0;19.64;
01.10.21 20:29:30;3165.4;95.4;93.76;97.51;95.71;101.62;102.85;103.46;101.32;86.66;86.66;87.54;86.95;102.85;109.21;112.67;107.96;92.86;94.35;91.37;93.46;95.1;95.25;91.97;91.22;;19.7;1020;0;19.7;
01.10.21 20:59:34;3195.47;95.55;93.91;97.67;95.71;101.62;102.85;103.62;101.47;86.66;86.66;87.54;86.8;102.85;109.21;112.67;107.8;92.86;94.5;91.52;93.46;95.1;95.4;91.82;91.37;;19.7;1020;0;19.68;
01.10.21 21:29:39;3225.55;95.4;93.61;97.67;95.4;101.47;102.54;103.31;101.16;86.51;86.51;87.24;86.66;102.54;109.21;112.35;107.64;92.71;94.35;91.37;93.16;94.8;95.1;91.67;91.08;;19.7;1020;0;19.68;
01.10.21 21:59:45;3255.65;95.55;93.76;97.67;95.55;101.47;102.85;103.46;101.16;86.51;86.66;87.54;86.8;102.69;109.36;112.51;107.8;92.86;94.5;91.37;93.31;94.8;95.25;91.82;91.22;;19.7;1020;0;19.68;
01.10.21 22:29:50;3285.73;95.55;93.76;97.67;95.71;101.47;102.54;103.31;101.16;86.51;86.66;87.39;86.66;102.69;109.21;112.51;107.8;92.86;94.35;91.22;93.31;94.95;95.25;91.82;91.08;;19.7;1020;0;19.68;
01.10.21 22:59:56;3315.83;95.71;93.91;97.67;95.71;101.32;102.85;103.46;101.32;86.51;86.66;87.39;86.8;102.69;109.36;112.35;107.96;92.86;94.35;91.37;93.31;94.95;95.4;91.82;91.22;;19.7;1020;0;19.71;
01.10.21 23:30:01;3345.92;95.55;93.61;97.67;95.71;101.47;102.69;103.31;101.32;86.07;86.66;87.54;86.95;102.69;109.05;112.51;107.8;92.86;94.2;91.37;93.31;94.8;95.25;91.82;91.22;;19.7;1020;0;19.68;
02.10.21 00:00:06;3376;95.55;93.61;97.51;95.55;101.16;102.54;103.16;101.01;86.07;86.36;87.24;86.8;102.69;109.21;112.35;107.64;92.71;94.2;91.22;93.16;94.8;95.25;91.67;90.93;;19.7;1020;0;19.69;
02.10.21 00:30:12;3406.1;95.55;93.61;97.36;95.55;101.16;102.54;103.16;101.16;85.93;86.51;87.24;86.66;102.69;108.89;112.19;107.8;92.56;94.35;91.22;93.01;94.65;95.1;91.67;91.08;;19.7;1020;0;19.68;
02.10.21 01:00:18;3436.2;95.55;93.76;97.67;95.55;101.16;102.54;103.31;101.01;86.07;86.66;87.24;86.66;102.54;108.89;112.19;107.64;92.56;94.2;91.08;93.16;94.8;95.4;91.52;91.08;;19.7;1020;0;19.69;
02.10.21 01:30:22;3466.27;95.4;93.61;97.51;95.55;101.01;102.54;103;100.86;86.51;86.51;87.1;86.66;102.54;109.05;112.04;107.49;92.56;94.2;91.08;93.01;94.65;95.25;91.52;91.08;;19.7;1020;0;19.66;
02.10.21 02:00:28;3496.37;95.4;93.61;97.51;95.4;101.01;102.39;103;100.86;86.51;86.36;87.1;86.66;102.39;108.89;111.88;107.49;92.41;94.06;91.08;92.86;94.5;95.1;91.37;90.93;;19.7;1020;0;19.69;
02.10.21 02:30:32;3526.43;95.4;93.76;97.51;95.55;101.16;102.39;103;101.01;86.51;86.51;87.24;86.51;102.39;108.89;112.19;107.49;92.71;94.2;91.08;92.86;94.8;95.1;91.67;91.08;;19.7;1020;0;19.66;
02.10.21 03:00:38;3556.53;95.4;93.61;97.82;95.71;101.01;102.23;103.16;101.01;86.51;86.36;87.24;86.36;102.39;109.05;112.04;107.49;92.56;94.06;90.93;92.86;94.5;95.25;91.52;90.93;;19.7;1020;0;19.68;
02.10.21 03:30:45;3586.65;95.55;93.76;97.67;95.55;101.16;102.54;103.16;101.01;86.36;86.51;87.24;86.51;102.54;109.05;112.04;107.49;92.71;94.2;90.93;93.01;94.8;95.25;91.67;91.08;;19.7;1020;0;19.69;
02.10.21 04:00:50;3616.73;95.55;93.76;97.67;95.55;101.16;102.39;103;101.01;86.51;86.36;86.95;86.66;102.23;109.05;112.04;107.49;92.41;94.06;90.78;92.71;94.65;95.25;91.37;90.93;;19.7;1020;0;19.66;
02.10.21 04:30:55;3646.82;95.55;93.61;97.67;95.55;100.86;102.23;103;101.01;86.51;86.36;87.1;86.66;102.39;108.89;112.04;107.33;92.56;94.2;90.93;92.71;94.5;95.25;91.52;90.93;;19.7;1020;0;19.69;
02.10.21 05:01:01;3676.92;95.55;93.61;97.67;95.55;101.01;102.39;103.16;100.86;86.51;86.36;87.1;86.36;102.23;108.89;112.04;107.49;92.26;94.06;90.93;92.86;94.5;95.25;91.37;90.93;;19.7;1020;0;19.66;
02.10.21 05:31:06;3707;95.71;93.91;97.82;95.71;101.01;102.39;103.16;101.01;86.51;86.51;87.24;86.51;102.54;109.21;112.19;107.49;92.71;94.06;90.93;92.86;94.65;95.4;91.52;90.78;;19.7;1020;0;19.66;
02.10.21 06:01:12;3737.1;95.55;93.76;97.67;95.55;101.01;102.23;103;100.86;86.51;86.36;87.1;86.51;102.23;108.89;112.04;107.33;92.41;94.06;90.78;92.86;94.5;95.1;91.37;90.78;;19.7;1020;0;19.69;
02.10.21 06:31:18;3767.2;95.4;93.76;97.67;95.55;100.86;102.23;102.85;101.01;86.36;86.36;87.1;86.36;102.23;108.74;111.88;107.33;92.41;94.06;90.78;92.56;94.5;95.25;91.37;90.78;;19.7;1020;0;19.66;
02.10.21 07:01:23;3797.28;95.4;93.61;97.51;95.55;100.86;102.23;103;100.7;86.36;86.36;87.1;86.36;102.23;108.74;111.72;107.33;92.56;94.06;90.78;92.71;94.5;95.25;91.37;90.78;;19.7;1020;0;19.69;
02.10.21 07:31:29;3827.38;95.55;93.76;97.67;95.71;101.01;102.39;102.85;100.86;86.36;86.36;87.1;86.51;102.23;108.74;111.88;107.49;92.56;94.06;90.78;92.56;94.5;95.25;91.52;90.93;;19.7;1020;0;19.68;
02.10.21 08:01:35;3857.48;95.55;93.61;97.67;95.55;100.7;102.08;102.85;101.01;86.36;86.22;87.1;86.36;102.23;108.74;111.72;107.33;92.41;94.06;90.78;92.71;94.5;95.25;91.37;90.63;;19.7;1020;0;19.69;
02.10.21 08:31:41;3887.58;95.55;93.76;97.67;95.55;100.86;102.23;103;100.86;86.36;86.22;87.1;86.51;102.23;108.58;111.88;107.33;92.56;93.91;90.78;92.71;94.65;95.4;91.52;90.78;;19.7;1020;0;19.66;
02.10.21 09:01:46;3917.67;95.55;93.76;97.67;95.55;100.86;102.39;103;100.86;86.36;86.36;87.1;86.51;102.08;108.74;111.88;107.33;92.41;94.06;90.48;92.71;94.5;95.4;91.37;90.93;;19.7;1020;0;19.68;
02.10.21 09:31:51;3947.75;95.4;93.61;97.51;95.4;100.7;102.08;102.85;100.7;86.22;86.22;86.95;86.36;102.08;108.58;111.56;107.02;92.26;94.06;90.63;92.41;94.35;95.25;91.22;90.78;;19.7;1020;0;19.69;
02.10.21 10:01:57;3977.85;95.55;93.91;97.82;95.55;100.86;102.23;103;100.7;86.36;86.22;86.95;86.36;102.08;108.42;111.72;107.18;92.41;93.76;90.48;92.71;94.35;95.25;91.22;90.78;;19.7;1020;0;19.69;
02.10.21 10:32:03;4007.95;95.55;93.91;97.82;95.71;100.86;102.39;103;100.86;86.36;86.36;87.1;86.51;102.08;108.74;111.88;107.33;92.41;94.06;90.63;92.56;94.5;95.25;91.37;90.63;;19.7;1020;0;19.66;
02.10.21 11:02:08;4038.03;95.4;93.61;97.67;95.55;100.4;101.93;102.69;100.7;86.07;86.22;86.8;86.36;101.93;108.42;111.56;107.02;92.12;93.91;90.34;92.41;94.06;95.25;91.22;90.63;;19.7;1020;0;19.69;
02.10.21 11:32:14;4068.13;95.4;93.76;97.82;95.55;100.7;102.08;102.85;100.7;86.22;86.22;87.1;86.36;102.08;108.27;111.56;107.18;92.12;93.91;90.63;92.41;94.35;95.25;91.37;90.78;;19.7;1020;0;19.66;
02.10.21 12:02:19;4098.22;95.55;93.76;97.67;95.71;100.7;101.93;102.85;100.55;86.22;86.36;86.95;86.22;101.93;108.27;111.56;107.02;92.12;93.91;90.34;92.26;94.35;95.4;91.22;90.48;;19.7;1020;0;19.69;
02.10.21 12:32:25;4128.32;95.55;93.76;97.67;95.71;100.7;101.93;102.85;100.7;86.22;86.22;86.95;86.36;101.93;108.42;111.56;107.18;91.97;93.91;90.48;92.41;94.35;95.25;91.22;90.63;;19.7;1020;0;19.68;
02.10.21 13:02:32;4158.43;95.55;93.76;97.67;95.71;100.55;101.93;102.69;100.7;86.36;86.22;86.95;86.36;101.93;108.42;111.56;107.02;92.12;93.91;90.34;92.41;94.35;95.25;91.22;90.78;;19.7;1020;0;19.66;
02.10.21 13:32:37;4188.52;95.55;93.76;97.67;95.71;100.7;102.08;102.85;100.7;86.22;86.22;86.95;86.36;101.93;108.42;111.72;107.02;92.12;93.91;90.34;92.41;94.35;95.25;91.37;90.78;;19.7;1020;0;19.7;
02.10.21 14:02:42;4218.6;95.55;93.61;97.67;95.71;100.7;101.93;102.85;100.55;86.36;86.22;86.95;86.07;101.77;108.42;111.56;107.02;92.12;93.76;90.19;92.41;94.35;95.4;91.22;90.63;;19.7;1020;0;19.66;
02.10.21 14:32:48;4248.7;95.55;93.76;97.67;95.55;100.4;102.08;102.85;100.55;86.22;86.36;86.95;86.22;101.93;108.42;111.56;106.87;92.12;93.91;90.48;92.41;94.35;95.4;91.22;90.78;;19.7;1020;0;19.71;
02.10.21 15:02:50;4278.73;95.55;93.76;97.82;95.71;100.55;101.93;102.69;100.7;86.36;86.07;86.95;86.22;101.77;108.27;111.56;107.02;92.12;93.91;90.34;92.41;94.35;95.25;91.22;90.63;;19.7;1020;0;19.66;
02.10.21 15:32:56;4308.83;95.55;93.76;97.67;95.71;100.55;101.77;102.54;100.55;86.22;86.07;86.8;86.22;101.93;108.42;111.56;107.18;91.97;93.76;90.34;92.26;94.2;95.4;91.22;90.63;;19.7;1020;0;19.68;
02.10.21 16:03:02;4338.93;95.71;93.76;97.82;95.71;100.7;102.08;102.85;100.7;86.22;86.22;86.95;86.22;101.77;108.42;111.4;107.02;92.12;93.91;90.34;92.41;94.35;95.4;91.22;90.63;;19.7;1020;0;19.69;
02.10.21 16:33:09;4369.05;95.55;93.91;97.82;95.71;100.55;101.93;102.69;100.55;86.07;86.07;86.95;86.36;101.77;108.42;111.25;106.87;91.97;93.76;90.19;92.26;94.35;95.4;91.22;90.48;;19.7;1020;0;19.66;
02.10.21 17:03:14;4399.13;95.55;93.91;97.82;95.55;100.55;101.93;102.69;100.55;86.22;86.07;86.95;86.36;101.77;108.11;111.25;107.02;91.97;93.76;90.19;92.26;94.2;95.4;91.08;90.63;;19.7;1020;0;19.7;
02.10.21 17:33:20;4429.23;95.4;93.61;97.67;95.4;100.4;101.77;102.54;100.4;86.07;86.07;86.8;86.22;101.77;108.27;111.4;106.71;91.97;93.76;90.19;92.26;94.2;95.1;91.08;90.48;;19.7;1020;0;19.68;
02.10.21 18:03:26;4459.33;95.55;93.91;97.82;95.86;100.55;101.93;102.69;100.7;86.22;86.22;86.8;86.22;101.77;108.42;111.4;106.87;92.12;93.76;90.34;92.41;94.35;95.55;91.08;90.63;;19.7;1020;0;19.7;
02.10.21 18:33:32;4489.43;95.55;93.76;97.67;95.71;100.4;101.93;102.69;100.55;85.93;86.07;86.8;86.36;101.62;108.27;111.25;106.87;91.82;93.61;90.19;92.26;94.2;95.4;91.08;90.63;;19.7;1020;0;19.68;
02.10.21 19:03:38;4519.53;95.55;93.76;97.67;95.55;100.25;101.77;102.69;100.4;85.93;85.93;86.8;86.07;101.62;108.11;111.25;106.87;91.82;93.61;90.04;92.12;94.2;95.25;91.22;90.48;;19.7;1020;0;19.68;
02.10.21 19:33:44;4549.63;95.71;93.76;97.82;95.86;100.55;101.93;102.54;100.55;86.07;86.07;86.8;86.22;101.77;108.27;111.4;107.02;91.97;93.91;90.19;92.26;94.2;95.4;91.08;90.78;;19.7;1020;0;19.69;
02.10.21 20:03:49;4579.72;95.55;93.91;97.82;95.71;100.55;101.77;102.69;100.4;86.07;86.07;86.66;86.22;101.77;108.11;111.25;106.87;91.82;93.91;90.04;92.26;94.35;95.4;91.08;90.48;;19.7;1020;0;19.66;
02.10.21 20:33:54;4609.8;95.71;93.91;97.67;95.71;100.4;101.77;102.54;100.55;85.93;86.07;86.66;86.22;101.62;108.11;111.09;106.71;91.82;93.76;90.04;92.12;94.2;95.4;91.08;90.48;;19.7;1020;0;19.68;
02.10.21 21:04:00;4639.9;95.55;93.76;97.82;95.71;100.4;101.93;102.54;100.4;85.93;86.07;86.8;86.22;101.62;107.8;111.09;106.87;91.97;93.61;90.04;92.12;94.2;95.25;91.22;90.48;;19.7;1020;0;19.68;
02.10.21 21:34:05;4669.98;95.71;93.61;97.51;95.55;100.4;101.77;102.39;100.25;85.78;86.07;86.66;85.93;101.47;107.96;110.93;106.56;91.82;93.76;90.04;92.12;94.2;95.25;91.08;90.48;;19.7;1020;0;19.69;
02.10.21 22:04:11;4700.08;95.71;93.91;97.82;95.55;100.4;101.77;102.69;100.4;86.07;86.07;86.8;86.07;101.62;107.8;111.25;106.87;91.82;93.61;90.04;92.26;94.2;95.55;91.08;90.48;;19.7;1020;0;19.66;
02.10.21 22:34:16;4730.17;95.71;93.91;97.97;95.71;100.4;101.77;102.69;100.4;86.07;86.07;86.8;86.07;101.62;108.11;110.93;106.71;91.97;93.61;90.04;92.12;94.2;95.4;91.08;90.63;;19.7;1020;0;19.69;
02.10.21 23:04:21;4760.25;95.55;93.76;97.67;95.71;100.25;101.62;102.54;100.4;85.93;85.93;86.66;85.93;101.47;107.96;110.93;106.56;91.67;93.61;89.89;91.97;94.2;95.25;90.93;90.48;;19.7;1020;0;19.68;
02.10.21 23:34:26;4790.33;95.71;93.76;97.82;95.71;100.25;101.77;102.54;100.4;85.78;85.93;86.66;86.07;101.62;107.8;110.78;106.56;91.82;93.61;89.89;92.12;94.2;95.4;91.08;90.63;;19.7;1020;0;19.69;
03.10.21 00:04:31;4820.42;95.55;93.76;97.82;95.55;100.4;101.62;102.54;100.4;85.93;85.78;86.66;86.07;101.47;107.8;110.93;106.71;91.82;93.61;89.89;91.97;94.06;95.4;90.93;90.34;;19.7;1020;0;19.66;
03.10.21 00:34:37;4850.52;95.71;93.91;97.67;95.71;100.25;101.77;102.69;100.4;85.93;85.93;86.51;85.93;101.47;107.96;110.93;106.4;91.82;93.61;90.04;91.97;94.06;95.4;90.93;90.48;;19.7;1020;0;19.69;
03.10.21 01:04:44;4880.63;95.71;93.91;97.67;95.71;100.4;101.62;102.54;100.4;85.78;85.93;86.66;86.07;101.47;107.8;111.09;106.71;91.82;93.61;89.89;91.97;94.2;95.55;91.08;90.48;;19.7;1020;0;19.66;
03.10.21 01:34:50;4910.73;95.71;93.91;97.82;95.71;100.4;101.62;102.54;100.4;85.78;86.07;86.8;86.07;101.47;107.96;111.25;106.56;91.82;93.61;90.04;92.12;94.06;95.55;90.93;90.48;;19.7;1020;0;19.7;
03.10.21 02:04:56;4940.83;95.71;93.76;97.67;95.86;100.25;101.62;102.54;100.25;85.93;85.93;86.66;85.93;101.47;107.96;110.93;106.56;91.67;93.61;89.89;92.12;94.2;95.55;90.93;90.48;;19.7;1020;0;19.68;
03.10.21 02:35:01;4970.92;95.71;93.91;97.82;95.86;100.09;101.77;102.39;100.25;85.78;86.07;86.66;86.07;101.32;107.8;111.09;106.71;91.67;93.61;89.89;91.97;94.2;95.55;91.08;90.48;;19.7;1020;0;19.71;
03.10.21 03:05:07;5001.02;95.71;94.06;97.82;95.86;100.25;101.62;102.39;100.25;85.78;85.93;86.51;85.93;101.47;107.96;110.93;106.56;91.67;93.46;89.74;91.97;94.2;95.4;91.08;90.34;;19.7;1020;0;19.68;
03.10.21 03:35:12;5031.1;95.55;93.91;97.82;95.86;100.09;101.47;102.39;100.25;85.63;85.93;86.51;85.78;101.32;107.96;110.93;106.56;91.67;93.46;89.74;91.97;94.06;95.4;90.93;90.48;;19.7;1020;0;19.69;
03.10.21 04:05:18;5061.2;95.71;93.91;97.67;95.71;100.09;101.62;102.54;100.25;85.63;85.93;86.66;85.93;101.32;107.8;110.78;106.4;91.52;93.61;89.74;91.82;94.06;95.4;90.78;90.48;;19.7;1020;0;19.66;
03.10.21 04:35:22;5091.27;95.55;93.76;97.82;95.71;100.25;101.47;102.23;100.4;85.78;85.93;86.51;85.93;101.32;107.96;111.09;106.4;91.67;93.61;89.89;91.97;94.2;95.55;91.08;90.48;;19.7;1020;0;19.68;
03.10.21 05:05:29;5121.38;95.55;93.91;97.97;95.71;99.94;101.62;102.39;100.09;85.63;85.78;86.51;85.93;101.16;107.49;110.78;106.4;91.67;93.46;89.6;91.82;94.06;95.25;90.78;90.34;;19.7;1020;0;19.69;
03.10.21 05:35:34;5151.47;95.4;93.76;97.67;95.71;99.79;101.47;102.39;100.09;85.63;85.63;86.51;85.63;101.32;107.8;110.78;106.24;91.67;93.31;89.74;91.67;94.06;95.4;90.78;90.34;;19.7;1020;0;19.66;
03.10.21 06:05:39;5181.55;95.55;93.91;97.82;95.71;99.94;101.32;102.23;100.09;85.49;85.78;86.22;85.78;101.16;107.64;110.78;106.56;91.67;93.46;89.6;91.67;94.06;95.4;90.78;90.34;;19.7;1020;0;19.69;
03.10.21 06:35:45;5211.65;95.55;93.76;97.67;95.71;100.09;101.62;102.39;100.09;85.49;85.93;86.36;85.78;101.16;107.49;110.78;106.24;91.52;93.46;89.74;91.82;94.06;95.4;90.93;90.48;;19.7;1020;0;19.66;
03.10.21 07:05:50;5241.73;95.71;93.91;97.97;95.86;100.09;101.62;102.39;100.4;85.78;86.07;86.66;85.93;101.32;107.96;110.93;106.56;91.82;93.61;89.89;91.97;94.35;95.71;91.08;90.48;;19.7;1020;0;19.69;
03.10.21 07:35:56;5271.83;95.71;94.06;97.67;95.71;100.25;101.62;102.23;100.25;85.63;85.78;86.51;85.63;101.32;107.8;110.78;106.56;91.67;93.46;89.74;91.97;94.2;95.55;91.08;90.34;;19.7;1020;0;19.69;
03.10.21 08:06:00;5301.9;95.71;93.91;97.82;95.71;100.09;101.62;102.54;100.25;85.78;85.93;86.51;85.93;101.32;107.8;110.93;106.56;91.82;93.61;89.74;91.97;94.06;95.71;91.08;90.48;;19.7;1020;0;19.68;
03.10.21 08:36:06;5332;95.71;93.91;97.97;95.71;99.94;101.47;102.39;100.09;85.49;85.78;86.36;85.78;101.16;107.64;110.78;106.4;91.52;93.46;89.74;91.82;93.91;95.55;90.93;90.48;;19.7;1020;0;19.71;
03.10.21 09:06:11;5362.08;95.55;93.91;97.67;95.55;99.94;101.47;102.08;100.09;85.49;85.78;86.51;85.78;101.16;107.49;110.62;106.24;91.67;93.46;89.6;91.67;94.06;95.55;90.93;90.34;;19.7;1020;0;19.68;
03.10.21 09:36:16;5392.17;95.71;93.76;97.82;95.86;100.09;101.47;102.39;100.09;85.49;85.78;86.36;85.63;101.16;107.64;110.93;106.4;91.67;93.46;89.6;91.82;94.2;95.71;90.93;90.34;;19.7;1020;0;19.69;
03.10.21 10:06:22;5422.27;95.71;93.91;97.82;95.86;100.09;101.47;102.39;100.09;85.34;85.93;86.51;85.78;101.32;107.8;110.78;106.4;91.52;93.46;89.6;91.82;94.2;95.71;90.78;90.34;;19.7;1020;0;19.71;
03.10.21 10:36:27;5452.35;95.71;94.06;97.82;95.86;100.09;101.47;102.54;100.25;85.34;85.78;86.66;85.78;101.32;107.64;110.78;106.4;91.67;93.31;89.74;91.97;94.2;95.71;90.93;90.34;;19.7;1020;0;19.68;
03.10.21 11:06:32;5482.43;95.71;93.91;97.97;95.71;99.94;101.47;102.39;100.25;85.34;85.78;86.36;85.78;101.16;107.33;110.46;106.24;91.52;93.31;89.74;91.82;94.06;95.55;90.78;90.48;;19.7;1020;0;19.69;
03.10.21 11:36:38;5512.53;95.55;93.91;97.82;95.55;99.79;101.32;102.08;100.09;85.2;85.63;86.36;85.49;101.01;107.49;110.62;106.24;91.52;93.31;89.6;91.67;93.91;95.71;90.78;90.34;;19.7;1020;0;19.66;
03.10.21 12:06:42;5542.6;95.55;93.76;97.82;95.55;99.79;101.32;101.93;99.94;85.2;85.63;86.22;85.49;101.01;107.33;110.46;106.09;91.52;93.31;89.3;91.67;93.76;95.4;90.78;90.19;;19.7;1020;0;19.68;
03.10.21 12:36:47;5572.68;95.71;94.06;97.97;95.86;99.94;101.32;102.39;100.09;85.34;85.78;86.36;85.78;101.16;107.64;110.62;106.24;91.52;93.46;89.6;91.82;94.06;95.71;90.93;90.34;;19.7;1020;0;19.66;
03.10.21 13:06:53;5602.78;95.71;93.91;97.97;95.86;99.94;101.47;102.39;100.09;85.34;85.78;86.36;85.63;101.01;107.49;110.62;106.24;91.67;93.46;89.6;91.67;94.06;95.71;90.78;90.34;;19.7;1020;0;19.69;
03.10.21 13:36:59;5632.88;95.71;94.06;97.97;95.86;99.94;101.47;102.23;100.09;85.34;85.78;86.36;85.63;101.01;107.49;110.46;106.24;91.52;93.31;89.6;91.82;94.2;95.71;90.78;90.34;;19.7;1020;0;19.7;
03.10.21 14:07:06;5663;95.55;94.06;97.97;95.71;99.94;101.47;102.23;100.09;85.34;85.78;86.36;85.63;101.01;107.49;110.62;106.24;91.52;93.46;89.45;91.82;94.06;95.71;90.93;90.34;;19.7;1020;0;19.68;
03.10.21 14:37:12;5693.1;95.71;93.91;97.82;95.86;99.94;101.47;102.39;100.09;85.2;85.78;86.36;85.78;101.01;107.49;110.46;106.09;91.52;93.31;89.74;91.82;94.06;95.71;90.63;90.34;;19.7;1020;0;19.71;
03.10.21 15:07:17;5723.18;95.71;93.91;97.97;95.86;99.79;101.47;102.39;99.94;85.34;85.78;86.51;85.78;101.16;107.33;110.62;106.24;91.52;93.46;89.74;91.82;94.06;95.71;90.78;90.34;;19.7;1020;0;19.69;
03.10.21 15:37:23;5753.28;95.55;94.06;97.82;95.86;99.64;101.32;102.39;99.94;85.2;85.78;86.36;85.63;101.01;107.49;110.46;106.24;91.52;93.46;89.6;91.67;94.06;95.86;90.78;90.34;;19.7;1020;0;19.73;
03.10.21 16:07:30;5783.4;95.71;94.06;97.97;95.86;100.09;101.47;102.23;100.09;85.34;85.78;86.36;85.63;101.01;107.49;110.62;106.4;91.52;93.61;89.74;91.82;94.06;95.86;90.93;90.48;;19.7;1020;0;19.69;
03.10.21 16:37:36;5813.5;95.55;94.06;97.97;95.71;99.64;101.16;102.23;100.09;85.05;85.63;86.22;85.63;101.01;107.33;110.62;106.24;91.52;93.31;89.6;91.67;93.91;95.71;90.63;90.19;;19.7;1020;0;19.71;
03.10.21 17:07:41;5843.58;95.71;94.06;97.97;95.86;99.94;101.32;102.23;99.94;85.05;85.63;86.22;85.63;100.86;107.49;110.62;106.09;91.37;93.46;89.45;91.82;94.2;95.86;90.78;90.19;;19.7;1020;0;19.71;
03.10.21 17:37:46;5873.67;95.55;94.06;97.82;95.86;99.79;101.32;102.08;99.94;85.2;85.63;86.22;85.63;101.01;107.33;110.62;106.09;91.52;93.46;89.6;91.52;94.06;95.86;90.78;90.34;;19.7;1020;0;19.66;
03.10.21 18:07:52;5903.77;95.71;94.06;97.82;95.71;99.79;101.32;102.23;99.94;85.05;85.63;86.36;85.49;101.01;107.33;110.3;106.09;91.52;93.46;89.6;91.67;93.91;95.71;90.78;90.19;;19.7;1020;0;19.71;
03.10.21 18:37:57;5933.85;95.55;93.91;97.82;95.71;99.64;101.16;102.08;99.79;84.9;85.63;86.07;85.49;100.7;107.18;110.15;105.93;91.52;93.16;89.45;91.52;93.76;95.55;90.78;90.19;;19.7;1020;0;19.69;
03.10.21 19:08:02;5963.93;95.55;94.06;97.97;95.86;99.64;101.16;102.23;99.79;85.05;85.63;86.22;85.63;101.01;107.18;110.3;105.93;91.37;93.31;89.45;91.67;94.06;95.86;90.78;90.34;;19.7;1020;0;19.68;
03.10.21 19:38:07;5994.02;95.71;94.06;97.97;95.86;99.79;101.16;102.39;99.79;85.2;85.63;86.22;85.49;100.86;107.33;110.3;106.09;91.37;93.46;89.45;91.67;93.91;95.71;90.78;90.34;;19.7;1020;0;19.71;
03.10.21 20:08:13;6024.12;95.71;93.91;97.82;95.71;99.64;101.01;102.08;99.94;85.05;85.63;86.07;85.49;100.7;107.18;110.15;106.09;91.37;93.16;89.45;91.52;93.76;95.71;90.63;90.19;;19.7;1020;0;19.68;
03.10.21 20:38:18;6054.2;95.55;93.91;97.82;95.71;99.64;101.01;101.93;99.79;85.05;85.63;86.22;85.34;100.7;107.18;110.15;105.93;91.22;93.31;89.45;91.67;93.61;95.55;90.63;90.19;;19.7;1020;0;19.7;
03.10.21 21:08:23;6084.28;95.71;94.06;97.97;96.01;99.79;101.32;102.08;99.94;85.05;85.63;86.36;85.49;100.86;107.33;110.46;106.09;91.37;93.31;89.45;91.67;93.91;95.86;90.93;90.34;;19.7;1020;0;19.66;
03.10.21 21:38:29;6114.38;95.55;93.91;97.82;95.71;99.79;101.16;101.93;99.94;85.05;85.63;86.22;85.34;100.7;107.18;110.3;106.09;91.22;93.16;89.3;91.67;93.76;95.86;90.48;90.19;;19.7;1020;0;19.69;
