17/02/2021/12:08 SW ver:OXY10v3_33
Header Ch-2
Description: F1 FR
IDENTIFICATION
PHIboard number   : v1214376
PM number         : 00000000
Serial number     : OXY-10-09-035       
MUX channel       : ON - 02

PARAMETERS
Signal LED current: 050
Ref LED current   : 077
Ref LED amplitude : 89169
Frequency         : 006
Sending interval  : 0001
Averaging         : 7
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 2
0%a.s.phase 1     : 60.62 at 020.0°C amp 142800
100.00%a.s.phase 2: 27.68 at 020.0°C amp 065700
Date   (ddmmyy)   : 140217
Pressure (mBar)   : 1013

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 1013
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/mg/l;Phase/°;Amp;Temp/°C
17/02/2021;13:04:30;55,84;9,740;26,900;5406,000;20,000
17/02/2021;13:04:45;56,09;9,783;26,860;5411,000;20,000
17/02/2021;13:05:00;56,34;9,784;26,860;5415,000;20,000
17/02/2021;13:05:15;56,59;9,732;26,910;5401,000;20,000
17/02/2021;13:05:31;56,84;9,765;26,880;5393,000;20,000
17/02/2021;13:05:46;57,09;9,674;26,970;5401,000;20,000
17/02/2021;13:06:01;57,34;9,761;26,880;5397,000;20,000
17/02/2021;13:06:16;57,59;9,732;26,910;5387,000;20,000
17/02/2021;13:06:31;57,84;9,722;26,920;5395,000;20,000
17/02/2021;13:06:46;58,09;9,684;26,960;5401,000;20,000
17/02/2021;13:07:01;58,34;9,664;26,990;5404,000;20,000
17/02/2021;13:07:16;58,59;9,798;26,840;5396,000;20,000
17/02/2021;13:07:31;58,84;9,674;26,970;5409,000;20,000
17/02/2021;13:07:45;59,09;9,798;26,840;5395,000;20,000
17/02/2021;13:08:01;59,34;9,861;26,770;5388,000;20,000
17/02/2021;13:08:15;59,59;9,588;27,070;5397,000;20,000
17/02/2021;13:08:30;59,84;9,621;27,030;5388,000;20,000
17/02/2021;13:08:46;60,09;9,722;26,920;5399,000;20,000
17/02/2021;13:09:01;60,34;9,839;26,800;5393,000;20,000
17/02/2021;13:09:15;60,59;9,832;26,800;5393,000;20,000
17/02/2021;13:09:31;60,84;9,703;26,940;5403,000;20,000
17/02/2021;13:09:45;61,09;9,604;27,050;5395,000;20,000
17/02/2021;13:10:01;61,34;9,784;26,860;5392,000;20,000
17/02/2021;13:10:16;61,59;9,746;26,900;5391,000;20,000
17/02/2021;13:10:31;61,84;9,722;26,920;5401,000;20,000
17/02/2021;13:10:46;62,09;9,795;26,840;5398,000;20,000
17/02/2021;13:11:01;62,34;9,671;26,980;5400,000;20,000
17/02/2021;13:11:16;62,59;9,835;26,800;5399,000;20,000
17/02/2021;13:11:31;62,84;9,729;26,910;5393,000;20,000
17/02/2021;13:11:46;63,09;9,690;26,960;5395,000;20,000
17/02/2021;13:12:01;63,34;9,732;26,910;5400,000;20,000
17/02/2021;13:12:15;63,59;9,511;27,150;5387,000;20,000
17/02/2021;13:12:31;63,84;9,742;26,900;5390,000;20,000
17/02/2021;13:12:46;64,09;9,699;26,950;5394,000;20,000
17/02/2021;13:13:01;64,34;9,719;26,930;5409,000;20,000
17/02/2021;13:13:16;64,59;9,752;26,890;5400,000;20,000
17/02/2021;13:13:31;64,84;9,811;26,830;5393,000;20,000
17/02/2021;13:13:46;65,09;9,756;26,890;5403,000;20,000
17/02/2021;13:14:01;65,34;9,852;26,780;5408,000;20,000
17/02/2021;13:14:15;65,59;9,684;26,960;5405,000;20,000
17/02/2021;13:14:30;65,84;9,670;26,980;5398,000;20,000
17/02/2021;13:14:46;66,09;9,794;26,840;5397,000;20,000
17/02/2021;13:15:01;66,34;9,731;26,910;5392,000;20,000
17/02/2021;13:15:16;66,59;9,721;26,920;5395,000;20,000
17/02/2021;13:15:31;66,84;9,754;26,890;5385,000;20,000
17/02/2021;13:15:45;67,09;9,847;26,790;5398,000;20,000
17/02/2021;13:16:00;67,34;9,756;26,890;5397,000;20,000
17/02/2021;13:16:16;67,59;9,850;26,780;5404,000;20,000
17/02/2021;13:16:31;67,84;9,734;26,910;5397,000;20,000
17/02/2021;13:16:46;68,09;9,770;26,870;5387,000;20,000
17/02/2021;13:17:00;68,34;9,787;26,850;5391,000;20,000
17/02/2021;13:17:16;68,59;9,634;27,020;5403,000;20,000
17/02/2021;13:17:31;68,84;9,729;26,910;5382,000;20,000
17/02/2021;13:17:45;69,09;9,788;26,850;5391,000;20,000
17/02/2021;13:18:00;69,34;9,881;26,750;5387,000;20,000
17/02/2021;13:18:15;69,59;9,697;26,950;5395,000;20,000
17/02/2021;13:18:31;69,84;9,779;26,860;5395,000;20,000
17/02/2021;13:18:45;70,09;9,811;26,830;5396,000;20,000
17/02/2021;13:19:00;70,34;9,723;26,920;5403,000;20,000
17/02/2021;13:19:16;70,59;9,673;26,980;5396,000;20,000
17/02/2021;13:19:31;70,84;9,730;26,910;5383,000;20,000
17/02/2021;13:19:45;71,09;9,678;26,970;5390,000;20,000
17/02/2021;13:20:01;71,34;9,761;26,880;5397,000;20,000
17/02/2021;13:20:15;71,59;9,798;26,840;5398,000;20,000
17/02/2021;13:20:31;71,84;9,745;26,900;5399,000;20,000
17/02/2021;13:20:46;72,09;9,895;26,740;5394,000;20,000
17/02/2021;13:21:01;72,34;9,709;26,940;5396,000;20,000
17/02/2021;13:21:16;72,59;9,676;26,970;5384,000;20,000
17/02/2021;13:21:30;72,84;9,768;26,870;5371,000;20,000
17/02/2021;13:21:46;73,09;9,785;26,850;5383,000;20,000
17/02/2021;13:22:01;73,34;9,671;26,980;5386,000;20,000
17/02/2021;13:22:16;73,59;9,738;26,910;5383,000;20,000
17/02/2021;13:22:31;73,84;9,753;26,890;5387,000;20,000
17/02/2021;13:22:45;74,09;9,686;26,960;5376,000;20,000
17/02/2021;13:23:01;74,34;9,654;27,000;5384,000;20,000
17/02/2021;13:23:16;74,59;9,850;26,780;5378,000;20,000
17/02/2021;13:23:31;74,84;9,665;26,980;5370,000;20,000
17/02/2021;13:23:46;75,09;9,746;26,900;5383,000;20,000
17/02/2021;13:24:01;75,34;9,723;26,920;5383,000;20,000
17/02/2021;13:24:15;75,59;9,844;26,790;5403,000;20,000
17/02/2021;13:24:31;75,84;9,770;26,870;5392,000;20,000
17/02/2021;13:24:46;76,09;9,650;27,000;5382,000;20,000
17/02/2021;13:25:01;76,34;9,668;26,980;5395,000;20,000
17/02/2021;13:25:16;76,59;9,658;26,990;5395,000;20,000
17/02/2021;13:25:31;76,84;9,809;26,830;5393,000;20,000
17/02/2021;13:25:45;77,09;9,712;26,930;5393,000;20,000
17/02/2021;13:26:01;77,34;9,676;26,970;5382,000;20,000
17/02/2021;13:26:15;77,59;9,623;27,030;5391,000;20,000
17/02/2021;13:26:30;77,84;9,722;26,920;5396,000;20,000
17/02/2021;13:26:46;78,09;9,721;26,920;5402,000;20,000
17/02/2021;13:27:01;78,34;9,642;27,010;5394,000;20,000
17/02/2021;13:27:15;78,59;9,812;26,830;5407,000;20,000
17/02/2021;13:27:31;78,84;9,726;26,920;5408,000;20,000
17/02/2021;13:27:46;79,09;9,658;26,990;5402,000;20,000
17/02/2021;13:28:01;79,34;9,781;26,860;5399,000;20,000
17/02/2021;13:28:15;79,59;9,893;26,740;5405,000;20,000
17/02/2021;13:28:31;79,84;9,771;26,870;5416,000;20,000
