17/02/2021/12:08 SW ver:OXY10v3_33
Header Ch-1
Description: BLANC F1 FR
IDENTIFICATION
PHIboard number   : v1214375
PM number         : 00000000
Serial number     : OXY-10-09-035       
MUX channel       : ON - 01

PARAMETERS
Signal LED current: 050
Ref LED current   : 067
Ref LED amplitude : 90777
Frequency         : 006
Sending interval  : 0001
Averaging         : 9
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 2
0%a.s.phase 1     : 60.62 at 020.0°C amp 133000
100.00%a.s.phase 2: 27.68 at 020.0°C amp 058500
Date   (ddmmyy)   : 140217
Pressure (mBar)   : 1013

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 1013
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/mg/l;Phase/°;Amp;Temp/°C
17/02/2021;12:42:59;34,34;9,351;27,330;3753,000;20,000
17/02/2021;12:43:15;34,59;9,479;27,190;3738,000;20,000
17/02/2021;12:43:30;34,84;9,290;27,400;3738,000;20,000
17/02/2021;12:43:45;35,09;9,453;27,220;3738,000;20,000
17/02/2021;12:43:59;35,34;9,441;27,230;3730,000;20,000
17/02/2021;12:44:15;35,59;9,401;27,280;3742,000;20,000
17/02/2021;12:44:29;35,84;9,442;27,230;3742,000;20,000
17/02/2021;12:44:45;36,09;9,357;27,330;3735,000;20,000
17/02/2021;12:45:00;36,34;9,472;27,200;3749,000;20,000
17/02/2021;12:45:15;36,59;9,243;27,460;3734,000;20,000
17/02/2021;12:45:30;36,84;9,403;27,280;3738,000;20,000
17/02/2021;12:45:45;37,09;9,336;27,350;3731,000;20,000
17/02/2021;12:45:59;37,34;9,504;27,160;3739,000;20,000
17/02/2021;12:46:15;37,59;9,306;27,390;3737,000;20,000
17/02/2021;12:46:30;37,84;9,486;27,180;3743,000;20,000
17/02/2021;12:46:45;38,09;9,482;27,190;3742,000;20,000
17/02/2021;12:47:00;38,34;9,475;27,190;3738,000;20,000
17/02/2021;12:47:15;38,59;9,361;27,320;3742,000;20,000
17/02/2021;12:47:30;38,84;9,471;27,200;3746,000;20,000
17/02/2021;12:47:45;39,09;9,414;27,260;3733,000;20,000
17/02/2021;12:48:00;39,34;9,413;27,260;3741,000;20,000
17/02/2021;12:48:15;39,59;9,379;27,300;3745,000;20,000
17/02/2021;12:48:30;39,84;9,374;27,310;3737,000;20,000
17/02/2021;12:48:45;40,09;9,377;27,300;3736,000;20,000
17/02/2021;12:49:00;40,34;9,502;27,160;3739,000;20,000
17/02/2021;12:49:15;40,59;9,387;27,290;3743,000;20,000
17/02/2021;12:49:29;40,84;9,499;27,170;3736,000;20,000
17/02/2021;12:49:45;41,09;9,394;27,290;3746,000;20,000
17/02/2021;12:49:59;41,34;9,393;27,290;3744,000;20,000
17/02/2021;12:50:15;41,59;9,460;27,210;3746,000;20,000
17/02/2021;12:50:30;41,84;9,497;27,170;3749,000;20,000
17/02/2021;12:50:45;42,09;9,555;27,110;3748,000;20,000
17/02/2021;12:50:59;42,34;9,519;27,150;3745,000;20,000
17/02/2021;12:51:15;42,59;9,394;27,290;3750,000;20,000
17/02/2021;12:51:30;42,84;9,381;27,300;3738,000;20,000
17/02/2021;12:51:44;43,09;9,333;27,350;3743,000;20,000
17/02/2021;12:52:00;43,34;9,436;27,240;3751,000;20,000
17/02/2021;12:52:14;43,59;9,505;27,160;3744,000;20,000
17/02/2021;12:52:29;43,84;9,535;27,130;3736,000;20,000
17/02/2021;12:52:45;44,09;9,483;27,180;3749,000;20,000
17/02/2021;12:53:00;44,34;9,601;27,050;3740,000;20,000
17/02/2021;12:53:15;44,59;9,397;27,280;3742,000;20,000
17/02/2021;12:53:30;44,84;9,473;27,200;3738,000;20,000
17/02/2021;12:53:45;45,09;9,423;27,250;3740,000;20,000
17/02/2021;12:54:00;45,34;9,367;27,320;3736,000;20,000
17/02/2021;12:54:15;45,59;9,484;27,180;3736,000;20,000
17/02/2021;12:54:30;45,84;9,476;27,190;3742,000;20,000
17/02/2021;12:54:45;46,09;9,523;27,140;3744,000;20,000
17/02/2021;12:54:59;46,34;9,378;27,300;3750,000;20,000
17/02/2021;12:55:15;46,59;9,470;27,200;3747,000;20,000
17/02/2021;12:55:30;46,84;9,510;27,160;3746,000;20,000
17/02/2021;12:55:45;47,09;9,370;27,310;3750,000;20,000
17/02/2021;12:56:00;47,34;9,570;27,090;3746,000;20,000
17/02/2021;12:56:14;47,59;9,505;27,160;3750,000;20,000
17/02/2021;12:56:30;47,84;9,455;27,220;3746,000;20,000
17/02/2021;12:56:45;48,09;9,470;27,200;3742,000;20,000
